Resource type;Region;ID;tag:Name;tag:aws:cloudformation:stack-id;tag:aws:cloudformation:logical-id;tag:aws:cloudformation:stack-name;tag:Product;tag:SAP-Orden;tag:SAPAccount;tag:FQDN;tag:Dns name;tag:SLA;tag:STAGE;tag:SAP-Pedido;tag:EC2
EC2 Snapshot;eu-west-1;snap-06fee191caf678f0b;;;;;Glow;10020200;;;;;;7006094977;
EC2 Snapshot;eu-west-1;snap-083996e8425a38ab1;melia-aws-int-snp-glow-pentahosrv00;;;;Glow;10020200;;;;;;7006094977;
EC2 Snapshot;eu-west-1;snap-01967322e8d3903e8;melia-aws-int-snp-glow-microintellisrv01;;;;Glow;10020200;;;;;;7006094977;
EC2 Snapshot;eu-west-1;snap-02c0a20ab18b7de9c;melia-aws-int-snp-glow-pentahosrv01;;;;Glow;10020200;;;;;;7006094977;
EC2 Snapshot;eu-west-1;snap-020a5fbce6538ff6b;melia-aws-int-snp-glow-mstrwebserver01;;;;Glow;10020200;;;;;;7006094977;
EC2 Snapshot;eu-west-1;snap-00c867b126216a097;melia-aws-int-snp-glow-pentahosrv00;;;;Glow;10020200;;;;;;7006094977;
EC2 Snapshot;eu-west-1;snap-03749558fb5a3b069;melia-aws-int-snp-glow-microintellisrv00;;;;Glow;10020200;;;;;;7006094977;
EC2 Snapshot;eu-west-1;snap-02015a61e88a0fc56;melia-aws-int-snp-glow-mstrwebserver00;;;;Glow;10020200;;;;;;7006094977;
EC2 Snapshot;eu-west-1;snap-0a4912e256902c58a;melia-aws-int-snp-glow-nat;;;;Glow;10020200;;;;;;7006094977;
EC2 Volume;eu-west-1;vol-02c1ddad9d0da8719;melia-aws-int-ebs-glow-pentahosrv01;;;;Glow;10020200;;;;;;7006094977;
EC2 Volume;eu-west-1;vol-01035c40cf92049ef;melia-aws-int-ebs-glow-microintellisrv01;;;;Glow;10020200;;;;;;7006094977;
EC2 Volume;eu-west-1;vol-054af560c36691c0d;melia-aws-int-ebs-glow-mstrwebserver01;;;;Glow;10020200;;;;;;7006094977;
EC2 Volume;eu-west-1;vol-0df4adf809db541ad;melia-aws-int-ebs-glow-nat;;;;Glow;10020200;;;;;;7006094977;
EC2 Volume;eu-west-1;vol-06fd19987e9bda80d;melia-aws-int-ebs-glow-pentahosrv00;;;;Glow;10020200;;;;;;7006094977;
EC2 Volume;eu-west-1;vol-0b9f7c662216e4845;melia-aws-int-ebs-glow-mstrwebserver00;;;;Glow;10020200;;;;;;7006094977;
EC2 Volume;eu-west-1;vol-0d206129e4a01c5d9;melia-aws-int-ebs-glow-microintellisrv00;;;;Glow;10020200;;;;;;7006094977;
RDS DB Instance;eu-west-1;melia-db-glow-int;;;;;Glow;10020200;;;;;;7006094977;
RDS Event Subscription;eu-west-1;melia-aws-lambda-int-LambdaRdsModify-15LHOP15L1H00-RDSEventSubscription-1J849LTNEKPZ3;;;;;Glow;10020200;;;;;;7006094977;
RDS Option Group;eu-west-1;default:mysql-5-6;;;;;;;;;;;;;
RDS Option Group;eu-west-1;melia-glow-int-rds-19vev10mscysq-optionsgroup-27e06qcoceqo;;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-glow-int-RDS-19VEV10MSCYSQ/e79935a0-3c74-11e7-8608-50faeb59c036;OptionsGroup;melia-glow-int-RDS-19VEV10MSCYSQ;Glow;10020200;;;;;;7006094977;
RDS Parameter Group;eu-west-1;default.mysql5.6;;;;;;;;;;;;;
RDS Parameter Group;eu-west-1;melia-glow-int-rds-19vev10mscysq-rdsdbparametergroup-1xi7mfu2zbq1z;;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-glow-int-RDS-19VEV10MSCYSQ/e79935a0-3c74-11e7-8608-50faeb59c036;RDSDBParameterGroup;melia-glow-int-RDS-19VEV10MSCYSQ;Glow;10020200;;;;;;7006094977;
RDS Security Group;eu-west-1;default;;;;;;;;;;;;;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170727-193007;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170728-193007;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170731-193006;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170801-193007;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170802-193007;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170803-193006;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170804-193007;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170807-193007;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170808-193007;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170809-193007;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170810-193007;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170811-193007;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170814-193008;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170815-193007;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170816-193007;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170817-193006;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170818-122434;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170818-125934;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170821-193007;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170822-110559;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170822-193030;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170825-112858;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170828-193019;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170829-193020;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170830-193020;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170831-193020;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170901-193020;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170904-193020;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170905-193020;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;melia-db-glow-int-20170906-193019;;;;;Glow;10020200;;;;;;7006094977;
RDS Snapshot;eu-west-1;rds:melia-db-glow-int-2017-09-07-06-14;;;;;Glow;10020200;;;;;;7006094977;
RDS Subnet Group;eu-west-1;melia-glow-int-rds-19vev10mscysq-rdssubnetgroup-1aj4blcg12dta;;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-glow-int-RDS-19VEV10MSCYSQ/e79935a0-3c74-11e7-8608-50faeb59c036;RDSSubnetGroup;melia-glow-int-RDS-19VEV10MSCYSQ;Glow;10020200;;;;;;7006094977;
Redshift Cluster;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4;;;;;Glow;10020200;;;;;;7006094977;
Redshift Parameter Group;eu-west-1;default.redshift-1.0;;;;;;;;;;;;;
Redshift Parameter Group;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-parametergroup-bzlgn4jc0i2v;;;;;Glow;10020200;;;;;;7006094977;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/rs:melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-2017-09-07-06-12-31;;;;;;;;;;;;;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/rs:melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-2017-09-06-22-12-28;;;;;;;;;;;;;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/rs:melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-2017-09-06-14-12-26;;;;;;;;;;;;;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/rs:melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-2017-09-06-06-12-07;;;;;;;;;;;;;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170905-193020;;;;;;;;;;;;;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170904-193019;;;;;;;;;;;;;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170901-193020;;;;;;;;;;;;;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170831-193020;;;;;;;;;;;;;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170830-193020;;;;;;;;;;;;;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170829-193020;;;;;;;;;;;;;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170828-193020;;;;;;;;;;;;;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170825-112426;;;;;;;;;;;;;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170822-193029;;;;;Glow;10020200;;;;;;7006094977;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170822-110525;;;;;Glow;10020200;;;;;;7006094977;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170821-193007;;;;;Glow;10020200;;;;;;7006094977;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170818-125741;;;;;Glow;10020200;;;;;;7006094977;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170808-193007;;;;;Glow;10020200;;;;;;7006094977;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170807-193007;;;;;Glow;10020200;;;;;;7006094977;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170804-193007;;;;;Glow;10020200;;;;;;7006094977;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170803-193006;;;;;Glow;10020200;;;;;;7006094977;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170802-193007;;;;;Glow;10020200;;;;;;7006094977;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170801-193007;;;;;Glow;10020200;;;;;;7006094977;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170731-193006;;;;;Glow;10020200;;;;;;7006094977;
Redshift Snapshot;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4/melia-glow-int-redshift-1n3mxth6dhy5g-cluster-1p9ra4pzjmnu4-20170728-193007;;;;;Glow;10020200;;;;;;7006094977;
Redshift Subnet Group;eu-west-1;melia-glow-int-redshift-1n3mxth6dhy5g-subnetgroup-1jpr9i1z0srqb;;;;;Glow;10020200;;;;;;7006094977;
S3 Bucket;eu-west-1;aws-athena-query-results-971613676897-eu-west-1;;;;;;;;;;;;;
S3 Bucket;eu-west-1;melia-cdr-int-serverlessdeploymentbucket-1uqqgvrwzvbip;;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-cdr-int/03646ae0-671b-11e7-bd58-50a6863424c5;ServerlessDeploymentBucket;melia-cdr-int;;;;;;;int;;
S3 Bucket;eu-west-1;melia-cdr-config-int;;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-glow-int-S3-VAHD8FUTPKPQ/576ddc60-3c74-11e7-ada1-500c3cd570d2;config;melia-glow-int-S3-VAHD8FUTPKPQ;;;;;;;;;
S3 Bucket;eu-west-1;elasticbeanstalk-eu-west-1-971613676897;;;;;;;;;;;;;
S3 Bucket;eu-west-1;melia-cdr-landing-int;;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-glow-int-S3-VAHD8FUTPKPQ/576ddc60-3c74-11e7-ada1-500c3cd570d2;landing;melia-glow-int-S3-VAHD8FUTPKPQ;;;;;;;;;
S3 Bucket;eu-west-1;melia-aws-int-cloudtrail;;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-int-cloudtrail/c1530d40-622f-11e7-8870-500c3d7e5a8d;CloudtrailS3;melia-int-cloudtrail;;;;;;;;;
S3 Bucket;eu-west-1;melia-cdr-logging-int;;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-glow-int-S3-VAHD8FUTPKPQ/576ddc60-3c74-11e7-ada1-500c3cd570d2;LoggingBucket;melia-glow-int-S3-VAHD8FUTPKPQ;;;;;;;;;
S3 Bucket;eu-west-1;melia-alb;;;;;;;;;;;;;
S3 Bucket;eu-west-1;cf-templates-4c16sjrucy62-eu-west-1;;;;;;;;;;;;;
S3 Bucket;eu-west-1;melia-cdr-main-int;;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-glow-int-S3-VAHD8FUTPKPQ/576ddc60-3c74-11e7-ada1-500c3cd570d2;main;melia-glow-int-S3-VAHD8FUTPKPQ;;;;;;;;;
VPC Customer Gateway;eu-west-1;cgw-99221fed;melia-aws-customergateway-int;;;;;;;;;;;;
VPC DHCP Options Set;eu-west-1;dopt-b37436d7;;;;;;;;;;;;;
VPC DHCP Options Set;eu-west-1;dopt-bfc0f1db;;;;;;;;;;;;;
VPC Internet Gateway;eu-west-1;igw-f0ee8094;Integracion Gateway;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-glow-int-VPC-1FEF0XG6XK050/57325a00-3c74-11e7-ac42-500c4233b6d2;Gateway;melia-glow-int-VPC-1FEF0XG6XK050;;;;;;;;;
VPC Network ACL;eu-west-1;acl-3b149c5c;;;;;;;;;;;;;
VPC Network ACL;eu-west-1;acl-ed86078a;;;;;;;;;;;;;
VPC Route Table;eu-west-1;rtb-a54214c2;Integracion Database Route Table;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-glow-int-VPC-1FEF0XG6XK050/57325a00-3c74-11e7-ac42-500c4233b6d2;DBRouteTable;melia-glow-int-VPC-1FEF0XG6XK050;;;;;;;;;
VPC Route Table;eu-west-1;rtb-e71c5880;;;;;;;;;;;;;
VPC Route Table;eu-west-1;rtb-1f471178;;;;;;;;;;;;;
VPC Route Table;eu-west-1;rtb-63580e04;Integracion Private Route Table;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-glow-int-VPC-1FEF0XG6XK050/57325a00-3c74-11e7-ac42-500c4233b6d2;PrivateRouteTable;melia-glow-int-VPC-1FEF0XG6XK050;;;;;;;;;
VPC Route Table;eu-west-1;rtb-a44214c3;Integracion Public Route Table;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-glow-int-VPC-1FEF0XG6XK050/57325a00-3c74-11e7-ac42-500c4233b6d2;PublicRouteTable;melia-glow-int-VPC-1FEF0XG6XK050;;;;;;;;;
VPC Subnet;eu-west-1;subnet-7a07ca33;Database Subnet 1;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-glow-int-VPC-1FEF0XG6XK050/57325a00-3c74-11e7-ac42-500c4233b6d2;DBSubnetA;melia-glow-int-VPC-1FEF0XG6XK050;;;;;;;;;
VPC Subnet;eu-west-1;subnet-99626fc1;Public Subnet 2;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-glow-int-VPC-1FEF0XG6XK050/57325a00-3c74-11e7-ac42-500c4233b6d2;SubnetB;melia-glow-int-VPC-1FEF0XG6XK050;;;;;;;;;
VPC Subnet;eu-west-1;subnet-ed00cda4;Public Subnet 1;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-glow-int-VPC-1FEF0XG6XK050/57325a00-3c74-11e7-ac42-500c4233b6d2;SubnetA;melia-glow-int-VPC-1FEF0XG6XK050;;;;;;;;;
VPC Subnet;eu-west-1;subnet-f306cbba;Private Subnet 1;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-glow-int-VPC-1FEF0XG6XK050/57325a00-3c74-11e7-ac42-500c4233b6d2;PrivateSubnetA;melia-glow-int-VPC-1FEF0XG6XK050;;;;;;;;;
VPC Subnet;eu-west-1;subnet-55626f0d;Private Subnet 2;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-glow-int-VPC-1FEF0XG6XK050/57325a00-3c74-11e7-ac42-500c4233b6d2;PrivateSubnetB;melia-glow-int-VPC-1FEF0XG6XK050;;;;;;;;;
VPC Subnet;eu-west-1;subnet-a4666bfc;Database Subnet 2;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-glow-int-VPC-1FEF0XG6XK050/57325a00-3c74-11e7-ac42-500c4233b6d2;DBSubnetB;melia-glow-int-VPC-1FEF0XG6XK050;;;;;;;;;
VPC Virtual Private Gateway;eu-west-1;vgw-f2dfed86;melia-aws-vpg-int;;;;;;;;;;;;
VPC VPC;eu-west-1;vpc-c538fea2;Integracion;arn:aws:cloudformation:eu-west-1:971613676897:stack/melia-glow-int-VPC-1FEF0XG6XK050/57325a00-3c74-11e7-ac42-500c4233b6d2;VPC;melia-glow-int-VPC-1FEF0XG6XK050;;;;;;;;;
VPC VPC;eu-west-1;vpc-6bde200c;melia-aws-vpc-integration;;;;;;;;;;;;
VPC VPN Connection;eu-west-1;vpn-5e097915;melia-aws-vpn-int;;;;;;;;;;;;
